ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
23,1,立法院職權行使法部分條文修正草案,2005/3/4,2005/3/4,退回程序委員會,0,0,0,0,王幸男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,王世堅,李俊毅,徐國勇,鄭運鵬,尤清,鄭朝明,王拓,余政道,鄭國忠,謝明源,彭添富,郭俊銘,邱創進,郭正亮,江昭儀,林進興,蔡啟芳,林岱樺,邱永仁,杜文卿,藍美津,王淑慧,陳明真,蕭美琴,蔡同榮,陳朝龍,李文忠,黃政哲,賴清德,王榮璋,李鎮楠,唐碧娥,盧博基,林重謨,廖本煙,徐志明,莊碩漢,李明憲,蔡英文,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員王幸男等40人,針對本院自第七屆起,委員席次將
減為113席,本院內規及相關法律必須配合修正,爱提出立
法院職權行使法部分條文修正草案,是否有當?敬請公決。"
24,1,立法院各委員會組織法部分條文修正草案,2005/3/4,2005/3/4,退回程序委員會,0,0,0,0,王幸男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,王榮璋,王世堅,賴清德,黃政哲,盧博基,李鎮楠,鄭朝明,郭俊銘,林進興,邱永仁,蕭美琴,唐碧娥,李俊毅,王拓,余政道,邱創進,蔡啟芳,杜文卿,蔡同榮,林重謨,徐國勇,鄭運鵬,謝明源,鄭國忠,郭正亮,林岱樺,藍美津,朝朝龍,徐志明,莊碩漢,尤清,彭添富,江昭儀,陳明真,王淑慧,李文忠,李明憲,廖本煙,蔡英文,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員王幸男等40人,針對本院自第七屆起,委員席次將
減為113席,本院內規及相關法律必須配合修正,爱提出立
法院各委員會組織法部分條文修正草案,是否有當?敬請公
決。"
25,1,立法委員行為法部分條文修正草案,2005/3/4,2005/3/4,退回程序委員會,0,0,0,0,王幸男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄭朝明,廖本煙,王拓,余政道,李俊毅,徐國勇,鄭運鵬,尤清,莊碩漢,鄭國忠,郭俊銘,邱創進,郭正亮,江昭儀,謝明源,賴清德,黃政哲,王榮璋,林進興,杜文卿,藍美津,蔡啟芳,林岱樺,王淑慧,王世堅,唐碧娥,蔡同榮,蕭美琴,林重謨,陳朝龍,徐志明,李鎮楠,李文忠,盧博基,彭添富,陳明真,葉宜津,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員王幸男等38人,針對本院自第七屆起,委員席次將
減為113席,本院內規及相關法律必須配合修正,爱提出立
法委員行為法部分條文修正草案,是否有當?敬請公決。"
26,1,立法院議事規則部分條文修正草案,2005/3/4,2005/3/4,退回程序委員會,0,0,0,0,王幸男,李俊毅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,王世堅,賴清德,黃政哲,王榮璋,李鎮楠,余政道,邱創進,林岱樺,蕭美琴,陳朝龍,彭添富,鄭朝明,郭正亮,王淑慧,唐碧娥,林重謨,廖本煙,王拓,江昭儀,邱永仁,蔡同榮,徐志明,盧博基,陳明真,鄭運鵬,尤清,鄭國忠,林進興,杜文卿,藍美津,李文忠,謝明源,李明憲,蔡英文,莊碩漢,徐國勇,郭俊銘,蔡啟芳,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員王幸男、李俊毅等40人,針對本院自第七屆起,委
員席次將減為113席,本院內規及相關法律必須配合修正,
爱提出立法院議事規則部分條文修正草案,是否有當?敬請
公決。"
27,1,國民大會職權行使法草案,2005/3/4,2005/5/20,三讀,1,1,1,1,趙永清,賴清德,柯建銘,陳景峻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院民主進步黨立法院黨團,依憲法第三十四條之規定,國
民大會行使職權之程序,以法律定之;為使國民大會行使憲
法所賦予之職權程序法制化,並保障國民意志得經國民大會
代表之職權行使獲得充分表達,爱依憲法之規定,擬具「國
民大會職權行使法草案」是否有當?敬請公決。"
28,1,公民投票法第五十三條條文修正草案,2005/3/4,2005/3/31,委員會審查,0,0,1,0,邱創進,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄭國忠,杜文卿,田秋堇,蕭美琴,蔡其昌,陳重信,莊和子,張慶惠,王塗發,陳秀惠,沈發惠,吳秉叡,林淑芬,黃淑英,盧天麟,黃偉哲,陳憲中,莊碩漢,李明憲,王榮璋,陳瑩,唐碧娥,林耘生,陳朝龍,郭榮宗,張花冠,邱永仁,彭紹瑾,林樹山,吳富貴,林濁水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員邱創進等32人,第五屆立法院已於中華民國九十四
年元月七日三讀通過刑法部分條文修正案,並於二月二日經
總統公布施行,其中第三十七條第二項將舊法對宣告六月以
上有期徒刑者,法院可依其裁量宣告褫奪公權之規定,修正
為宣告一年以上有期徒刑者,法院得依裁量宣告褫奪公權;
為配合刑法第三十七條修正,使相關各項法律規定統一,特
提案修正「公民投票法第五十三條條文修正草案」、「公職
人員選舉罷免法第九十八條條文修正草案」、「妨害兵役治
罪條例第二十三條條文修正草案」等案。是否有當,敬請公
決。"
29,1,公職人員選舉罷免法第九十八條條文修正草案,2005/3/4,2005/3/31,委員會審查,0,0,1,0,邱創進,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄭國忠,杜文卿,田秋堇,蕭美琴,蔡其昌,陳重信,莊和子,張慶惠,王塗發,陳秀惠,沈發惠,吳秉叡,林淑芬,黃淑英,盧天麟,黃偉哲,陳憲中,莊碩漢,李明憲,王榮璋,陳瑩,唐碧娥,林耘生,陳朝龍,郭榮宗,張花冠,邱永仁,彭紹瑾,林樹山,吳富貴,林濁水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員邱創進等32人,第五屆立法院已於中華民國九十四
年元月七日三讀通過刑法部分條文修正案,並於二月二日經
總統公布施行,其中第三十七條第二項將舊法對宣告六月以
上有期徒刑者,法院可依其裁量宣告褫奪公權之規定,修正
為宣告一年以上有期徒刑者,法院得依裁量宣告褫奪公權;
為配合刑法第三十七條修正,使相關各項法律規定統一,特
提案修正「公民投票法第五十三條條文修正草案」、「公職
人員選舉罷免法第九十八條條文修正草案」、「妨害兵役治
罪條例第二十三條條文修正草案」等案。是否有當,敬請公
決。"
30,1,妨害兵役治罪條例第二十三條條文修正草案,2005/3/4,2006/9/29,不予審議,0,0,0,0,邱創進,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄭國忠,杜文卿,田秋堇,蕭美琴,蔡其昌,陳重信,莊和子,張慶惠,王塗發,陳秀惠,沈發惠,吳秉叡,林淑芬,黃淑英,盧天麟,黃偉哲,陳憲中,莊碩漢,李明憲,王榮璋,陳瑩,唐碧娥,林耘生,陳朝龍,郭榮宗,張花冠,邱永仁,彭紹瑾,林樹山,吳富貴,林濁水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員邱創進等32人,第五屆立法院已於中華民國九十四
年元月七日三讀通過刑法部分條文修正案,並於二月二日經
總統公布施行,其中第三十七條第二項將舊法對宣告六月以
上有期徒刑者,法院可依其裁量宣告褫奪公權之規定,修正
為宣告一年以上有期徒刑者,法院得依裁量宣告褫奪公權;
為配合刑法第三十七條修正,使相關各項法律規定統一,特
提案修正「公民投票法第五十三條條文修正草案」、「公職
人員選舉罷免法第九十八條條文修正草案」、「妨害兵役治
罪條例第二十三條條文修正草案」等案。是否有當,敬請公
決。"
31,1,都市更新條例部分條文修正草案,2005/3/4,2005/3/31,三讀,1,1,1,0,黃政哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡同榮,張慶惠,李和順,林炳坤,唐碧娥,林正峰,蕭美琴,魏明谷,葉宜津,謝明源,盧天麟,陳景峻,曾燦燈,郭林勇,何敏豪,邱毅,曹爾忠,邱創進,劉盛良,李顯榮,林樹山,廖本煙,陳銀河,羅志明,侯彩鳳,賴幸媛,黃適卓,王淑慧,藍美津,劉寬平,陳志彬,尹伶瑛,卓伯源,趙永清,邱永仁,王拓,張川田,江昭儀,楊仁福,黃宗源,郭俊銘,吳志揚,,,,,,,,,,,,,,,,,,,,,,"本院委員黃政哲等43人,為加速推動都市更新政策,改善老
舊 陋社區居民生活環境,提昇市民居住品質並促進地區經
濟繁榮及發展,特擬具「都市更新條例部分條文修正草案」
俾減少目前推動更新作業之阻礙,鼓勵民間致力於都市更新
。以上所提,是否有當,敬請公決。"
32,1,水污染防治法第四十條條文修正草案,2005/3/4,2007/11/27,三讀,1,1,1,0,侯水盛,邱永仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡啟芳,柯建銘,高建智,王淑慧,謝明源,藍美津,江昭儀,林為洲,莊和子,彭紹瑾,陳明真,王塗發,陳重信,黃昭輝,陳憲中,陳瑩,盧天麟,黃淑英,郭玟成,林重謨,張花冠,郭榮宗,曹來旺,顏文章,盧博基,魏明谷,林進興,李昆澤,陳啟昱,黃劍輝,薛凌,王世堅,林樹山,吳富貴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員侯水盛、邱永仁等36人,針對現行「水污染防治法
第四十條」規定之罰緩額度過高且未將工業與畜牧業之放流
水罰則予以區分,造成農民因畜牧放流水罰緩額度過高,陷
入無法生存之困境。特擬具「水污染防治法第四十條修正案
」。本案是否有當?敬請公決。"
33,1,後天免疫缺乏症候群防治條例第六條之一及第十七條條文修正草案,2005/3/4,2007/6/14,三讀,1,1,1,0,侯水盛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡啟芳,莊碩漢,盧博基,柯建銘,張慶惠,魏明谷,高建智,王塗發,林進興,王淑慧,陳憲中,黃昭輝,謝明源,陳重信,陳啟昱,藍美津,陳瑩,黃劍輝,江昭儀,盧天麟,郭俊銘,林為洲,郭玟成,薛凌,莊和子,邱永仁,王世堅,彭紹瑾,林重謨,林樹山,張花冠,郭榮宗,吳富貴,曹來旺,顏文章,林耘生,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員侯水盛等36人,為「後天免疫缺乏症候群防治條例
」第六條之一及第十七條之規定,大開「後天免疫缺乏症候
群」(愛滋病)防治之倒車,而忽視未受感染者皆有免於感
染威脅之權利。為避免愛滋病毒繼續擴散蔓延,讓國人免於
受到愛滋病毒之威脅,以維國人生命健康之基本人權,特提
案修正之,是否有當?請公決。"
34,1,地方民意代表費用支給及村里長事務補助費補助條例第七條條文修正草案,2005/3/11,2006/4/28,三讀,1,1,1,0,黃昭順,紀國棟,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅世雄,柯俊雄,丁守中,侯彩鳳,曹爾忠,白添枝,朱鳳芝,伍錦霖,劉盛良,張慶忠,林滄敏,葉芳雄,費鴻泰,謝文政,楊仁福,孔文吉,張碩文,吳成典,帥化民,林建榮,吳松柏,吳英毅,江連福,李復興,李嘉進,吳清池,黃志雄,劉政鴻,林德福,吳光訓,林益世,陳杰,劉銓忠,黃健庭,徐耀昌,顏清標,蔣孝嚴,卓伯源,陳志彬,盧秀燕,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃昭順、紀國棟、楊瓊櫻、鍾紹和等 45 人,就「地
方民意代表費用支給及村里長事務補助費補助條例」第七條
規定有所不足,特提出修正。上揭條文之事務補助費僅列有
文具、郵電、水電及其他因公支出之費用補助,然攸關村里
長之健康、保險及獎勵辛勞之春節慰勞、出國考察費等並未
列入,實有欠妥當。另鑒於地方財政困窘,興利、舉債等法
源均告不足,如強加鄉(鎮、市、區)公所須編列預算支應
法定補助經費,實有欠公道,故今特提出修正案,明訂由中
央編列預算支應,較為恰當。是否有當?敬請公決。"
35,1,公務人員考試法第十一條條文修正草案,2005/3/11,2005/4/11,委員會審查,0,0,1,0,黃偉哲,林鴻池,何敏豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林為洲,林淑芬,邱永仁,張花冠,陳瑩,王拓,陳金德,王塗發,盧天麟,陳秀惠,黃淑英,田秋堇,王榮璋,張慶惠,陳重信,陳憲中,顏文章,曹來旺,盧博基,陳明真,李昆澤,李俊毅,魏明谷,陳朝龍,黃昭輝,鄭運鵬,陳啟昱,唐碧娥,趙永清,柯建銘,蕭美琴,羅志明,廖本煙,尹伶瑛,劉寬平,陳銀河,黃宗源,黃適卓,伍錦霖,林正峰,蘇起,吳育昇,朱俊曉,周守訓,孔文吉,侯彩鳳,吳志揚,劉盛良,李復興,,,,,,,,,,,,,,,"本院委員黃偉哲、林鴻池、何敏豪等 53人,鑒於監察委員難
產,國家考試在無人監試下不能進行,損害考生權益。為避
免日後發生類似爭議影響國家考試進行及考生權益,特提案
修正公務人員考試法第十一條條文,並配合廢止監試法、修
正專門職業及技術人員考試法,是否有當?請公決。"
36,1,專門職業及技術人員考試法第二十五條條文修正草案,2005/3/11,2005/4/11,委員會審查,0,0,1,0,黃偉哲,林鴻池,何敏豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,顏文章,曹來旺,盧博基,陳明真,李昆澤,李俊毅,魏明谷,陳朝龍,黃昭輝,鄭運鵬,陳啟昱,唐碧娥,趙永清,柯建銘,蕭美琴,羅志明,廖本煙,尹伶瑛,劉寬平,陳銀河,黃宗源,黃適卓,伍錦霖,林正峰,蘇起,吳育昇,朱俊曉,周守訓,孔文吉,侯彩鳳,吳志揚,劉盛良,李復興,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,監試法草案,2005/3/11,2005/4/11,委員會審查,0,0,1,0,黃偉哲,林鴻池,何敏豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,顏文章,曹來旺,盧博基,陳明真,李昆澤,李俊毅,魏明谷,陳朝龍,黃昭輝,鄭運鵬,陳啟昱,唐碧娥,趙永清,柯建銘,蕭美琴,羅志明,廖本煙,尹伶瑛,劉寬平,陳銀河,黃宗源,黃適卓,伍錦霖,林正峰,蘇起,吳育昇,朱俊曉,周守訓,孔文吉,侯彩鳳,吳志揚,劉盛良,李復興,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃昭順、楊瓊環、王昱婷、李永萍、柯淑敏、顏清
標、賴幸媛、唐碧娥等44人,有鑒於連續性暴力性侵害事件
層出不窮,特提出「監獄行刑法部分條文修正草案」,修正
監獄行刑法第八十一條、第八十三條及第九十四條,並新增
監獄行刑法第八十二條之一,以防止連續性暴力犯罪者假釋
出獄後繼續危害社會,以確實保護社會大眾之安全,是否有
當?敬請公決。"
38,1,監獄行刑法部分條文修正草案,2005/3/11,2005/5/17,三讀,1,1,1,0,黃昭順,楊瓊瓔,王昱婷,李永萍,柯淑敏,顏清標,賴幸媛,唐碧娥,,,,,,,,,,,,,,,,,,,,,,,,,,高金素梅,侯彩鳳,朱鳳芝,章仁香,趙良燕,藍美津,王淑慧,謝欣霓,吳清池,吳敦義,帥化民,羅世雄,卓伯源,劉政鴻,黃志雄,何智輝,楊仁福,孫大千,林郁方,林春德,林德福,周錫瑋,謝國樑,吳成典,楊宗哲,羅志明,彭添富,高建智,林樹山,郭正亮,林育生,鄭朝明,盧秀燕,黃健庭,蔡其昌,林建榮,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃昭順、楊瓊環、王昱婷、李永萍、柯淑敏、賴幸
媛、唐碧娥等43人,有鑒於連續性暴力性侵害事件層出不窮
,特提出「監獄組織通則增訂第二十一條之一草案」,以防
止連續性暴力犯罪者假釋出獄後繼續危害社會,以確實保護
社會大眾之安全。是否有當,敬請公決。"
39,1,監獄組織通則增訂第二十一條之一條文草案,2005/3/11,2005/3/11,交付審查,0,0,0,0,黃昭順,楊瓊瓔,王昱婷,李永萍,柯淑敏,賴幸媛,唐碧娥,,,,,,,,,,,,,,,,,,,,,,,,,,,高金素梅,章仁香,侯彩鳳,朱鳳芝,趙良燕,王淑慧,藍美津,謝欣霓,帥化民,邱鏡淳,吳敦義,劉政鴻,楊仁福,羅世雄,卓伯源,周錫瑋,謝國樑,林郁方,孫大千,林德福,徐耀昌,林春德,吳清池,顏清標,吳成典,楊宗哲,彭添富,鄭朝明,高建智,林樹山,郭正亮,蔡啟芳,羅志明,黃健庭,蔡其昌,林建榮,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃昭順、楊瓊環、王昱婷、李永萍、柯淑敏、賴幸
媛、唐碧娥等43人,有鑒於連續性暴力性侵害事件層出不窮
,特提出「監獄組織通則增訂第二十一條之一草案」,以防
止連續性暴力犯罪者假釋出獄後繼續危害社會,以確實保護
社會大眾之安全。是否有當,敬請公決。"
40,1,保安處分執行法第七十八條條文修正草案,2005/3/11,2005/3/11,交付審查,0,0,0,0,黃昭順,王昱婷,李永萍,柯淑敏,顏清標,賴幸媛,唐碧娥,謝欣霓,,,,,,,,,,,,,,,,,,,,,,,,,,高金素梅,章仁香,侯彩鳳,朱鳳芝,趙良燕,藍美津,王淑慧,吳敦義,黃志雄,帥化民,何智輝,羅世雄,劉政鴻,卓伯源,楊仁福,周錫瑋,林德福,林郁方,孫大千,吳清池,徐耀昌,謝國樑,林春德,吳成典,楊宗哲,羅志明,林樹山,郭正亮,高建智,林育生,鄭朝明,彭添富,陳朝龍,盧秀燕,陳志彬,蔡其昌,郭玟成,林建榮,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃昭順、王昱婷、李永萍、柯淑敏、顏清標、賴幸
媛、唐碧娥、謝欣霓等46人,為擴大強制治療處所之範圍,
使性侵害犯罪者之治療制度得於監所內或監所外之適當場所
為之,特擬具「保安處分執行法第七十八條修正草案」,明
定強制治療處所為花柳病院、痲瘋病院、公私立醫院或其他
適當之處所,以確實保護社會大眾之安全,特提出相關修法
。是否有當,敬請公決。"
41,1,所得稅法第十七條條文修正草案,2005/3/11,2005/5/13,交付審查,0,0,0,0,盧秀燕,鄭金玲,顏清標,蔡豪,羅志明,吳光訓,楊宗哲,謝國樑,邱鏡淳,洪秀柱,林樹山,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,楊麗環,黃昭順,劉盛良,李復興,廖婉汝,林南生,洪玉欽,鍾紹和,蔡家福,林鴻池,徐少萍,陳志彬,朱鳳芝,陳杰,章仁香,黃敏惠,葉芳雄,曹壽民,王昱婷,柯俊雄,孔文吉,劉銓忠,侯彩鳳,蘇起,林建榮,李嘉進,吳敦義,羅世雄,趙良燕,蔡啟芳,林郁方,李永萍,吳清池,劉政鴻,何智輝,柯淑敏,孫大千,黃義交,黃志雄,賴士葆,吳成典,陳秀卿,徐耀昌,陳銀河,鄭朝明,,,,,,,,,,,,,,,,,,,"本院委員盧秀燕、鄭金玲、顏清標、蔡豪、羅志明、吳光訓
、楊宗哲、謝國樑、邱鏡淳、洪秀柱、林樹山、楊瓊櫻等58
人,針對高學費政策現象,已造成中低收入戶者極大負擔,
而為減輕中低收入者之壓力,爱提出所得稅法第十七條條文
修正案,將教育學費特別扣除額,由兩萬五千元,提高至按
實繳金額扣除之,以示公平。是否有當,敬請公決。"
42,1,所得稅法第十一條條文修正草案,2005/3/11,2005/5/13,復議,0,0,0,0,侯水盛,王幸男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡啟芳,陳瑩,李昆澤,高建智,盧天麟,陳啟昱,王淑慧,黃淑英,黃劍輝,謝明源,郭玟成,郭俊平,藍美津,邱永仁,王世堅,江昭儀,林崇莫,薛凌,林為洲,張花冠,林樹山,莊和子,郭榮宗,林耘生,彭紹瑾,曹來旺,吳富貴,陳明真,顏文章,王塗發,盧博基,陳憲中,魏明谷,陳重信,林進興,陳秀惠,黃昭輝,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員侯水盛、王幸男等 39人,為所得稅法第十一條規定
之「執行業務者」漏未將「純佣金制之保險業務員」列入例
示項目,致使「純佣金制之保險業務員」可否適用同法第十
四條「個人綜合所得總額」中「執行業務所得」之必要費用
扣抵規定,產生爭議。由於純佣金制之保險業務員之工作性
質與直銷業之業務員相差無幾,若其不能適用同法第十四條
個人綜合所得總額第二類(執行業務所得)之扣抵規定,顯
然違反「租稅公平原則」。 此,特擬具「所得稅法第十一
條條文修正案」,明訂「所得稅法第十一條」之「執行業務
者」包含「純佣金制之保險業務員」,以維「租稅公平原則
」並保障人民之「財產權」。本案是否有當?敬請公決。"
43,1,八二三戰役參戰官兵晚年生活照顧特別條例草案,2005/3/11,2007/6/6,委員會審查,0,0,1,0,盧秀燕,鄭金玲,吳成典,蔡豪,洪秀柱,林炳坤,邱鏡淳,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,蔡家福,林鴻池,黃敏惠,侯彩鳳,陳杰,陳志彬,葉芳雄,周守訓,柯俊雄,吳松柏,蘇起,楊麗環,李嘉進,洪玉欽,朱鳳芝,鍾紹和,廖婉汝,徐少萍,林南生,劉盛良,章仁香,王昱婷,黃昭輝,林建榮,李復興,林滄敏,黃健庭,黃志雄,孫大千,林益世,何智輝,廖國棟,帥化民,伍錦霖,李紀珠,馮定國,趙良燕,陳秀卿,蔣孝嚴,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員盧秀燕、鄭金玲、吳成典、蔡豪、洪秀柱、林炳坤
、邱鏡淳、楊瓊環、林建榮等47人,為感念八二三戰役參戰
官兵及金門馬祖民防自衛隊隊員,不惜生命、浴血奮戰,誓
死保衛台、澎、金、馬地區安全,並獲得光榮勝利,奠定台
海之安定及國家繁榮進步,特擬具「八二三戰役參戰官兵晚
年生活照顧特別條例草案」。是否有當,請公決案。"
